Query,Join_size,True,Psql_est,Compass_estPlan
10_59_0,2,443188.0,47672.0,-1,"['lineitem-l', 'orders-o']"
10_59_1,2,121433.0,40505.0,-1,"['customer-c', 'orders-o']"
10_59_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_59_3,3,121433.0,40505.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_59_4,3,443188.0,47672.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_59_5,4,443188.0,47672.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_6_0,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_6_1,2,64438.0,21441.0,-1,"['customer-c', 'orders-o']"
10_6_2,2,110522.0,25235.0,-1,"['lineitem-l', 'orders-o']"
10_6_3,3,64438.0,21441.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_6_4,3,110522.0,25235.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_6_5,4,110522.0,25235.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_60_0,2,442945.0,46319.0,-1,"['lineitem-l', 'orders-o']"
10_60_1,2,121730.0,39355.0,-1,"['customer-c', 'orders-o']"
10_60_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_60_3,3,121730.0,39355.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_60_4,3,442945.0,46319.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_60_5,4,442945.0,46319.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_61_0,2,445050.0,48037.0,-1,"['lineitem-l', 'orders-o']"
10_61_1,2,122646.0,40815.0,-1,"['customer-c', 'orders-o']"
10_61_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_61_3,3,122646.0,40815.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_61_4,3,445050.0,48037.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_61_5,4,445050.0,48037.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_62_0,2,443760.0,44027.0,-1,"['lineitem-l', 'orders-o']"
10_62_1,2,122082.0,37408.0,-1,"['customer-c', 'orders-o']"
10_62_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_62_3,3,122082.0,37408.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_62_4,3,443760.0,44027.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_62_5,4,443760.0,44027.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_63_0,2,441957.0,43686.0,-1,"['lineitem-l', 'orders-o']"
10_63_1,2,120871.0,37118.0,-1,"['customer-c', 'orders-o']"
10_63_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_63_3,3,120871.0,37118.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_63_4,3,441957.0,43686.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_63_5,4,441957.0,43686.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_64_0,2,110522.0,24882.0,-1,"['lineitem-l', 'orders-o']"
10_64_1,2,63126.0,21141.0,-1,"['customer-c', 'orders-o']"
10_64_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_64_3,3,63126.0,21141.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_64_4,3,110522.0,24882.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_64_5,4,110522.0,24882.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_65_0,2,442876.0,46339.0,-1,"['lineitem-l', 'orders-o']"
10_65_1,2,121722.0,39372.0,-1,"['customer-c', 'orders-o']"
10_65_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_65_3,3,121722.0,39372.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_65_4,3,442876.0,46339.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_65_5,4,442876.0,46339.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_66_0,2,441948.0,46106.0,-1,"['lineitem-l', 'orders-o']"
10_66_1,2,121085.0,39175.0,-1,"['customer-c', 'orders-o']"
10_66_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_66_3,3,121085.0,39175.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_66_4,3,441948.0,46106.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_66_5,4,441948.0,46106.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_67_0,2,220744.0,45528.0,-1,"['lineitem-l', 'orders-o']"
10_67_1,2,119515.0,38683.0,-1,"['customer-c', 'orders-o']"
10_67_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_67_3,3,119515.0,38683.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_67_4,3,220744.0,45528.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_67_5,4,220744.0,45528.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_68_0,2,441945.0,46087.0,-1,"['lineitem-l', 'orders-o']"
10_68_1,2,121075.0,39158.0,-1,"['customer-c', 'orders-o']"
10_68_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_68_3,3,121075.0,39158.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_68_4,3,441945.0,46087.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_68_5,4,441945.0,46087.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_69_0,2,441888.0,43686.0,-1,"['lineitem-l', 'orders-o']"
10_69_1,2,120833.0,37118.0,-1,"['customer-c', 'orders-o']"
10_69_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_69_3,3,120833.0,37118.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_69_4,3,441888.0,43686.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_69_5,4,441888.0,43686.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_7_0,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_7_1,2,121392.0,39198.0,-1,"['customer-c', 'orders-o']"
10_7_2,2,220744.0,46134.0,-1,"['lineitem-l', 'orders-o']"
10_7_3,3,121392.0,39198.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_7_4,3,220744.0,46134.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_7_5,4,220744.0,46134.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_70_0,2,440981.0,45893.0,-1,"['lineitem-l', 'orders-o']"
10_70_1,2,120441.0,38994.0,-1,"['customer-c', 'orders-o']"
10_70_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_70_3,3,120441.0,38994.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_70_4,3,440981.0,45893.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_70_5,4,440981.0,45893.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_71_0,2,220744.0,46720.0,-1,"['lineitem-l', 'orders-o']"
10_71_1,2,122028.0,39696.0,-1,"['customer-c', 'orders-o']"
10_71_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_71_3,3,122028.0,39696.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_71_4,3,220744.0,46720.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_71_5,4,220744.0,46720.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_72_0,2,442106.0,47153.0,-1,"['lineitem-l', 'orders-o']"
10_72_1,2,120704.0,40064.0,-1,"['customer-c', 'orders-o']"
10_72_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_72_3,3,120704.0,40064.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_72_4,3,442106.0,47153.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_72_5,4,442106.0,47153.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_73_0,2,442252.0,47167.0,-1,"['lineitem-l', 'orders-o']"
10_73_1,2,120798.0,40076.0,-1,"['customer-c', 'orders-o']"
10_73_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_73_3,3,120798.0,40076.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_73_4,3,442252.0,47167.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_73_5,4,442252.0,47167.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_74_0,2,220744.0,46120.0,-1,"['lineitem-l', 'orders-o']"
10_74_1,2,121419.0,39186.0,-1,"['customer-c', 'orders-o']"
10_74_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_74_3,3,121419.0,39186.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_74_4,3,220744.0,46120.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_74_5,4,220744.0,46120.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_75_0,2,442831.0,44192.0,-1,"['lineitem-l', 'orders-o']"
10_75_1,2,121493.0,37548.0,-1,"['customer-c', 'orders-o']"
10_75_2,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_75_3,3,121493.0,37548.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_75_4,3,442831.0,44192.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_75_5,4,442831.0,44192.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_8_0,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_8_1,2,120772.0,40338.0,-1,"['customer-c', 'orders-o']"
10_8_2,2,442176.0,47476.0,-1,"['lineitem-l', 'orders-o']"
10_8_3,3,120772.0,40338.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_8_4,3,442176.0,47476.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_8_5,4,442176.0,47476.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
10_9_0,2,150000.0,62500.0,-1,"['customer-c', 'nation-n']"
10_9_1,2,123351.0,37708.0,-1,"['customer-c', 'orders-o']"
10_9_2,2,445670.0,44380.0,-1,"['lineitem-l', 'orders-o']"
10_9_3,3,123351.0,37708.0,-1,"['customer-c', 'nation-n', 'orders-o']"
10_9_4,3,445670.0,44380.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
10_9_5,4,445670.0,44380.0,-1,"['customer-c', 'lineitem-l', 'nation-n', 'orders-o']"
11_1_0,2,1801.0,91.0,-1,"['nation-n', 'supplier-s']"
11_1_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
11_1_2,3,152039.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
11_2_0,2,1802.0,91.0,-1,"['nation-n', 'supplier-s']"
11_2_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
11_2_2,3,152080.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
11_3_0,2,1801.0,91.0,-1,"['nation-n', 'supplier-s']"
11_3_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
11_3_2,3,152039.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
11_4_0,2,1801.0,91.0,-1,"['nation-n', 'supplier-s']"
11_4_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
11_4_2,3,152039.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
11_5_0,2,1801.0,91.0,-1,"['nation-n', 'supplier-s']"
11_5_1,2,800000.0,258065.0,-1,"['partsupp-ps', 'supplier-s']"
11_5_2,3,152039.0,2348.0,-1,"['nation-n', 'partsupp-ps', 'supplier-s']"
18_1_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_1_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_1_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_10_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_10_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_10_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_11_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_11_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_11_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_12_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_12_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_12_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_13_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_13_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_13_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_14_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_14_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_14_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_15_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_15_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_15_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_16_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_16_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_16_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_17_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_17_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_17_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_18_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_18_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_18_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_19_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_19_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_19_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_2_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_2_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_2_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_20_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_20_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_20_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_21_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_21_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_21_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_22_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_22_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_22_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_23_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_23_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_23_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_24_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_24_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_24_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_25_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_25_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_25_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_26_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_26_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_26_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_27_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_27_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_27_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_28_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_28_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_28_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_29_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_29_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_29_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_3_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_3_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_3_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_30_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_30_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_30_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_31_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_31_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_31_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_32_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_32_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_32_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_33_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_33_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_33_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_34_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_34_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_34_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_35_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_35_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_35_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_36_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_36_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_36_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_37_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_37_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_37_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_38_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_38_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_38_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_39_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_39_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_39_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_4_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_4_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_4_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_40_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_40_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_40_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_41_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_41_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_41_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_42_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_42_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_42_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_43_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_43_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_43_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_44_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_44_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_44_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_45_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_45_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_45_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_46_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_46_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_46_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_47_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_47_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_47_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_48_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_48_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_48_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_49_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_49_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_49_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_5_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_5_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_5_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_50_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_50_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_50_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_51_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_51_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_51_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_52_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_52_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_52_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_53_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_53_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_53_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_54_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_54_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_54_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_55_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_55_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_55_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_56_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_56_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_56_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_57_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_57_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_57_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_58_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_58_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_58_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_59_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_59_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_59_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_6_0,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_6_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_6_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_60_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_60_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_60_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_61_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_61_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_61_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_62_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_62_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_62_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_63_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_63_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_63_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_64_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_64_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_64_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_65_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_65_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
18_65_2,3,6000000.0,1200025.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
18_66_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'orders-o']"
18_66_1,2,1500000.0,483871.0,-1,"['customer-c', 'orders-o']"
